Area,ISOCode,Year,Age,Sex,Population
Ethiopia,231,2015,0--4,Female,6435.96
Eritrea,232,1970,0--4,Female,166.4
Eritrea,232,1975,0--4,Female,191.6
Eritrea,232,1980,0--4,Female,244.5
Eritrea,232,1985,0--4,Female,241.06
Eritrea,232,1990,0--4,Female,268.42
Eritrea,232,1995,0--4,Female,278.85
Eritrea,232,2000,0--4,Female,297.43
Eritrea,232,2005,0--4,Female,363.89
Eritrea,232,2010,0--4,Female,425.34
Eritrea,232,2015,0--4,Female,441.26
Estonia,233,1970,0--4,Female,47.43
Estonia,233,1975,0--4,Female,54.2
Estonia,233,1980,0--4,Female,53.92
Estonia,233,1985,0--4,Female,55.64
Estonia,233,1990,0--4,Female,58.33
Estonia,233,1995,0--4,Female,38.61
Estonia,233,2000,0--4,Female,30.41
Estonia,233,2005,0--4,Female,31.79
Estonia,233,2010,0--4,Female,38.02
Estonia,233,2015,0--4,Female,34.75
Fiji,242,1970,0--4,Female,38.63
Fiji,242,1975,0--4,Female,39.83
Fiji,242,1980,0--4,Female,45.1
Fiji,242,1985,0--4,Female,51.05
Fiji,242,1990,0--4,Female,48.44
Fiji,242,1995,0--4,Female,48.45
Fiji,242,2000,0--4,Female,47.89
Fiji,242,2005,0--4,Female,43.3
Fiji,242,2010,0--4,Female,43.37
Fiji,242,2015,0--4,Female,40.82
Finland,246,1970,0--4,Female,170
Finland,246,1975,0--4,Female,147.54
Finland,246,1980,0--4,Female,156.47
Finland,246,1985,0--4,Female,158.8
Finland,246,1990,0--4,Female,152.01
Finland,246,1995,0--4,Female,160.05
Finland,246,2000,0--4,Female,144.13
Finland,246,2005,0--4,Female,139.44
Finland,246,2010,0--4,Female,146.46
Finland,246,2015,0--4,Female,147.06
France,250,1970,0--4,Female,2039.04
France,250,1975,0--4,Female,2006.25
France,250,1980,0--4,Female,1772.52
France,250,1985,0--4,Female,1858.97
France,250,1990,0--4,Female,1846.7
France,250,1995,0--4,Female,1754.69
France,250,2000,0--4,Female,1776.55
France,250,2005,0--4,Female,1874.57
France,250,2010,0--4,Female,1938.16
France,250,2015,0--4,Female,1938.37
French Guiana,254,1970,0--4,Female,3.54
French Guiana,254,1975,0--4,Female,3.96
French Guiana,254,1980,0--4,Female,3.79
French Guiana,254,1985,0--4,Female,4.75
French Guiana,254,1990,0--4,Female,7.68
French Guiana,254,1995,0--4,Female,9.74
French Guiana,254,2000,0--4,Female,10.83
French Guiana,254,2005,0--4,Female,12.88
French Guiana,254,2010,0--4,Female,13.16
French Guiana,254,2015,0--4,Female,12.98
French Polynesia,258,1970,0--4,Female,9.39
French Polynesia,258,1975,0--4,Female,9.12
French Polynesia,258,1980,0--4,Female,10.08
French Polynesia,258,1985,0--4,Female,11.49
French Polynesia,258,1990,0--4,Female,12.05
French Polynesia,258,1995,0--4,Female,10.55
French Polynesia,258,2000,0--4,Female,12.96
French Polynesia,258,2005,0--4,Female,10.5
French Polynesia,258,2010,0--4,Female,10.48
French Polynesia,258,2015,0--4,Female,11.28
Djibouti,262,1970,0--4,Female,15.09
Djibouti,262,1975,0--4,Female,20.31
Djibouti,262,1980,0--4,Female,29.76
Djibouti,262,1985,0--4,Female,35.13
Djibouti,262,1990,0--4,Female,48.52
Djibouti,262,1995,0--4,Female,50.96
Djibouti,262,2000,0--4,Female,52.31
Djibouti,262,2005,0--4,Female,53.25
Djibouti,262,2010,0--4,Female,55.94
Djibouti,262,2015,0--4,Female,56.63
Gabon,266,1970,0--4,Female,34.65
Gabon,266,1975,0--4,Female,42.99
Gabon,266,1980,0--4,Female,53.09
Gabon,266,1985,0--4,Female,64.05
Gabon,266,1990,0--4,Female,75.57
Gabon,266,1995,0--4,Female,88.56
Gabon,266,2000,0--4,Female,89.12
Gabon,266,2005,0--4,Female,89.25
Gabon,266,2010,0--4,Female,91.61
Gabon,266,2015,0--4,Female,90.07
Georgia,268,1970,0--4,Female,214.35
Georgia,268,1975,0--4,Female,217.62
Georgia,268,1980,0--4,Female,213.76
Georgia,268,1985,0--4,Female,225.06
Georgia,268,1990,0--4,Female,222.44
Georgia,268,1995,0--4,Female,189.17
Georgia,268,2000,0--4,Female,132.69
Georgia,268,2005,0--4,Female,108.79
Georgia,268,2010,0--4,Female,121.65
Georgia,268,2015,0--4,Female,122.14
Gambia,270,1970,0--4,Female,42.49
Gambia,270,1975,0--4,Female,50.46
Gambia,270,1980,0--4,Female,61.32
Gambia,270,1985,0--4,Female,75.5
Gambia,270,1990,0--4,Female,91.53
Gambia,270,1995,0--4,Female,104.24
Gambia,270,2000,0--4,Female,117.4
Gambia,270,2005,0--4,Female,131.38
Gambia,270,2010,0--4,Female,142.16
Gambia,270,2015,0--4,Female,150.39
Occupied Palestinian Territory,275,1970,0--4,Female,115.03
Occupied Palestinian Territory,275,1975,0--4,Female,130.71
Occupied Palestinian Territory,275,1980,0--4,Female,147.48
Occupied Palestinian Territory,275,1985,0--4,Female,166.34
Occupied Palestinian Territory,275,1990,0--4,Female,191.69
Occupied Palestinian Territory,275,1995,0--4,Female,254.61
Occupied Palestinian Territory,275,2000,0--4,Female,284.1
Occupied Palestinian Territory,275,2005,0--4,Female,282.75
Occupied Palestinian Territory,275,2010,0--4,Female,303.05
Occupied Palestinian Territory,275,2015,0--4,Female,316.41
Germany,276,1970,0--4,Female,2919.48
Germany,276,1975,0--4,Female,2130.59
Germany,276,1980,0--4,Female,1955.99
Germany,276,1985,0--4,Female,2021.1
Germany,276,1990,0--4,Female,2129.28
Germany,276,1995,0--4,Female,1976.67
Germany,276,2000,0--4,Female,1941.18
Germany,276,2005,0--4,Female,1749.07
Germany,276,2010,0--4,Female,1692.84
Germany,276,2015,0--4,Female,1622.82
Ghana,288,1970,0--4,Female,797.75
Ghana,288,1975,0--4,Female,902.62
Ghana,288,1980,0--4,Female,967.62
Ghana,288,1985,0--4,Female,1106.45
Ghana,288,1990,0--4,Female,1216.64
Ghana,288,1995,0--4,Female,1334.26
Ghana,288,2000,0--4,Female,1408.44
Ghana,288,2005,0--4,Female,1557.77
Ghana,288,2010,0--4,Female,1722.83
Ghana,288,2015,0--4,Female,1802.45
Greece,300,1970,0--4,Female,379.4
Greece,300,1975,0--4,Female,333.99
Greece,300,1980,0--4,Female,346.56
Greece,300,1985,0--4,Female,332.27
Greece,300,1990,0--4,Female,268.22
Greece,300,1995,0--4,Female,253.53
Greece,300,2000,0--4,Female,254.39
Greece,300,2005,0--4,Female,255.99
Greece,300,2010,0--4,Female,284.07
Greece,300,2015,0--4,Female,257.04
Grenada,308,1970,0--4,Female,6.32
Grenada,308,1975,0--4,Female,6.25
Grenada,308,1980,0--4,Female,5.77
Grenada,308,1985,0--4,Female,7.14
Grenada,308,1990,0--4,Female,7.25
Grenada,308,1995,0--4,Female,5.79
Grenada,308,2000,0--4,Female,5.13
Grenada,308,2005,0--4,Female,4.52
Grenada,308,2010,0--4,Female,4.72
Grenada,308,2015,0--4,Female,4.78
Guadeloupe,312,1970,0--4,Female,24.4
Guadeloupe,312,1975,0--4,Female,22.3
Guadeloupe,312,1980,0--4,Female,14.82
Guadeloupe,312,1985,0--4,Female,15.86
Guadeloupe,312,1990,0--4,Female,16.62
Guadeloupe,312,1995,0--4,Female,16.63
Guadeloupe,312,2000,0--4,Female,16.58
Guadeloupe,312,2005,0--4,Female,16.25
Guadeloupe,312,2010,0--4,Female,16.48
Guadeloupe,312,2015,0--4,Female,15.69
Guam,316,1970,0--4,Female,5.71
Guam,316,1975,0--4,Female,6.09
Guam,316,1980,0--4,Female,6.43
Guam,316,1985,0--4,Female,6.94
Guam,316,1990,0--4,Female,7.59
Guam,316,1995,0--4,Female,8.52
Guam,316,2000,0--4,Female,8.16
Guam,316,2005,0--4,Female,8.01
Guam,316,2010,0--4,Female,7.75
Guam,316,2015,0--4,Female,7.55
Guatemala,320,1970,0--4,Female,476.93
Guatemala,320,1975,0--4,Female,546.26
Guatemala,320,1980,0--4,Female,621.1
Guatemala,320,1985,0--4,Female,693.59
Guatemala,320,1990,0--4,Female,745.11
Guatemala,320,1995,0--4,Female,838.57
Guatemala,320,2000,0--4,Female,916.6
Guatemala,320,2005,0--4,Female,1001.16
Guatemala,320,2010,0--4,Female,1063.59
Guatemala,320,2015,0--4,Female,1069.69
Guinea,324,1970,0--4,Female,354.01
Guinea,324,1975,0--4,Female,370.18
Guinea,324,1980,0--4,Female,386.56
Guinea,324,1985,0--4,Female,437.21
Guinea,324,1990,0--4,Female,512.76
Guinea,324,1995,0--4,Female,662.63
Guinea,324,2000,0--4,Female,710.21
Guinea,324,2005,0--4,Female,752.12
Guinea,324,2010,0--4,Female,810.96
Guinea,324,2015,0--4,Female,827.09
Guyana,328,1970,0--4,Female,65.41
Guyana,328,1975,0--4,Female,62.23
Guyana,328,1980,0--4,Female,59
Guyana,328,1985,0--4,Female,50.93
Guyana,328,1990,0--4,Female,42.82
Guyana,328,1995,0--4,Female,42.59
Guyana,328,2000,0--4,Female,43.19
Guyana,328,2005,0--4,Female,43.95
Guyana,328,2010,0--4,Female,31.84
Guyana,328,2015,0--4,Female,30.21
Haiti,332,1970,0--4,Female,370.11
Haiti,332,1975,0--4,Female,386.92
Haiti,332,1980,0--4,Female,451.69
Haiti,332,1985,0--4,Female,549.39
Haiti,332,1990,0--4,Female,570.9
Haiti,332,1995,0--4,Female,586.16
Haiti,332,2000,0--4,Female,601.59
Haiti,332,2005,0--4,Female,599.25
Haiti,332,2010,0--4,Female,605.72
Haiti,332,2015,0--4,Female,585.74
Honduras,340,1970,0--4,Female,256.81
Honduras,340,1975,0--4,Female,285
Honduras,340,1980,0--4,Female,329.76
Honduras,340,1985,0--4,Female,374.27
Honduras,340,1990,0--4,Female,413.56
Honduras,340,1995,0--4,Female,451.39
Honduras,340,2000,0--4,Female,460.68
Honduras,340,2005,0--4,Female,461.91
Honduras,340,2010,0--4,Female,473.08
Honduras,340,2015,0--4,Female,468.9
Hong Kong Special Administrative Region of China,344,1970,0--4,Female,208.7
Hong Kong Special Administrative Region of China,344,1975,0--4,Female,194.9
Hong Kong Special Administrative Region of China,344,1980,0--4,Female,197.6
Hong Kong Special Administrative Region of China,344,1985,0--4,Female,204.1
Hong Kong Special Administrative Region of China,344,1990,0--4,Female,183.9
Hong Kong Special Administrative Region of China,344,1995,0--4,Female,181.1
Hong Kong Special Administrative Region of China,344,2000,0--4,Female,152.7
Hong Kong Special Administrative Region of China,344,2005,0--4,Female,106.7
Hong Kong Special Administrative Region of China,344,2010,0--4,Female,109.95
Hong Kong Special Administrative Region of China,344,2015,0--4,Female,168.8
Hungary,348,1970,0--4,Female,344.35
Hungary,348,1975,0--4,Female,385.13
Hungary,348,1980,0--4,Female,410.12
Hungary,348,1985,0--4,Female,319.09
Hungary,348,1990,0--4,Female,301.08
Hungary,348,1995,0--4,Female,288.96
Hungary,348,2000,0--4,Female,241.65
Hungary,348,2005,0--4,Female,232.4
Hungary,348,2010,0--4,Female,238.48
Hungary,348,2015,0--4,Female,209.02
Iceland,352,1970,0--4,Female,10.13
Iceland,352,1975,0--4,Female,10.43
Iceland,352,1980,0--4,Female,10.2
Iceland,352,1985,0--4,Female,10.75
Iceland,352,1990,0--4,Female,10.49
Iceland,352,1995,0--4,Female,11.06
Iceland,352,2000,0--4,Female,10.51
Iceland,352,2005,0--4,Female,10.33
Iceland,352,2010,0--4,Female,11.42
Iceland,352,2015,0--4,Female,11.65
India,356,1970,0--4,Female,42102.73
India,356,1975,0--4,Female,45768.22
India,356,1980,0--4,Female,50848.94
India,356,1985,0--4,Female,54954.54
India,356,1990,0--4,Female,58481.4
India,356,1995,0--4,Female,60188.93
India,356,2000,0--4,Female,60512.89
India,356,2005,0--4,Female,60496.07
India,356,2010,0--4,Female,61333.9
India,356,2015,0--4,Female,60914.18
Indonesia,360,1970,0--4,Female,9812.82
Indonesia,360,1975,0--4,Female,10538.33
Indonesia,360,1980,0--4,Female,11080.37
Indonesia,360,1985,0--4,Female,11450.54
Indonesia,360,1990,0--4,Female,11120.11
Indonesia,360,1995,0--4,Female,10891.26
Indonesia,360,2000,0--4,Female,10559.78
Indonesia,360,2005,0--4,Female,10916.95
Indonesia,360,2010,0--4,Female,10571.75
Indonesia,360,2015,0--4,Female,10108.49
Iran (Islamic Republic of),364,1970,0--4,Female,2379.02
Iran (Islamic Republic of),364,1975,0--4,Female,2634.4
Iran (Islamic Republic of),364,1980,0--4,Female,3285.06
Iran (Islamic Republic of),364,1985,0--4,Female,4317.89
Iran (Islamic Republic of),364,1990,0--4,Female,4485.59
Iran (Islamic Republic of),364,1995,0--4,Female,3714.7
Iran (Islamic Republic of),364,2000,0--4,Female,3095.84
Iran (Islamic Republic of),364,2005,0--4,Female,2647.09
Iran (Islamic Republic of),364,2010,0--4,Female,3007.47
Iran (Islamic Republic of),364,2015,0--4,Female,3446.45
Iraq,368,1970,0--4,Female,931.09
Iraq,368,1975,0--4,Female,1054.21
Iraq,368,1980,0--4,Female,1190.52
Iraq,368,1985,0--4,Female,1309.6
Iraq,368,1990,0--4,Female,1467.41
Iraq,368,1995,0--4,Female,1660.86
Iraq,368,2000,0--4,Female,1945.81
Iraq,368,2005,0--4,Female,2231.01
Iraq,368,2010,0--4,Female,2518.86
Iraq,368,2015,0--4,Female,2558.2
Ireland,372,1970,0--4,Female,152.27
Ireland,372,1975,0--4,Female,165.77
Ireland,372,1980,0--4,Female,169.92
Ireland,372,1985,0--4,Female,162.54
Ireland,372,1990,0--4,Female,136.19
Ireland,372,1995,0--4,Female,123.4
Ireland,372,2000,0--4,Female,129.86
Ireland,372,2005,0--4,Female,145.46
Ireland,372,2010,0--4,Female,173.23
Ireland,372,2015,0--4,Female,164.47
Israel,376,1970,0--4,Female,162.72
Israel,376,1975,0--4,Female,205.55
Israel,376,1980,0--4,Female,223.56
Israel,376,1985,0--4,Female,222.88
Israel,376,1990,0--4,Female,235.74
Israel,376,1995,0--4,Female,257.25
Israel,376,2000,0--4,Female,298.6
Israel,376,2005,0--4,Female,324.61
Israel,376,2010,0--4,Female,358.26
Israel,376,2015,0--4,Female,412.06
Italy,380,1970,0--4,Female,2214.06
Italy,380,1975,0--4,Female,2086.87
Italy,380,1980,0--4,Female,1737.43
Italy,380,1985,0--4,Female,1457.85
Italy,380,1990,0--4,Female,1344.08
Italy,380,1995,0--4,Female,1324.81
Italy,380,2000,0--4,Female,1277.7
Italy,380,2005,0--4,Female,1336.47
Italy,380,2010,0--4,Female,1370.49
Italy,380,2015,0--4,Female,1269.78
Cote d'Ivoire,384,1970,0--4,Female,528.62
Cote d'Ivoire,384,1975,0--4,Female,671.7
Cote d'Ivoire,384,1980,0--4,Female,843.63
Cote d'Ivoire,384,1985,0--4,Female,990.38
Cote d'Ivoire,384,1990,0--4,Female,1095.99
Cote d'Ivoire,384,1995,0--4,Female,1201.49
Cote d'Ivoire,384,2000,0--4,Female,1297.65
Cote d'Ivoire,384,2005,0--4,Female,1409.19
Cote d'Ivoire,384,2010,0--4,Female,1478.11
Cote d'Ivoire,384,2015,0--4,Female,1492.68
Jamaica,388,1970,0--4,Female,160
Jamaica,388,1975,0--4,Female,146.99
Jamaica,388,1980,0--4,Female,139.94
Jamaica,388,1985,0--4,Female,146.97
Jamaica,388,1990,0--4,Female,142.87
Jamaica,388,1995,0--4,Female,140.66
Jamaica,388,2000,0--4,Female,138.52
Jamaica,388,2005,0--4,Female,126.92
Jamaica,388,2010,0--4,Female,120.36
Jamaica,388,2015,0--4,Female,115.55
Japan,392,1970,0--4,Female,4340.9
Japan,392,1975,0--4,Female,4831.27
Japan,392,1980,0--4,Female,4105.06
Japan,392,1985,0--4,Female,3614.53
Japan,392,1990,0--4,Female,3136.38
Japan,392,1995,0--4,Female,2913.5
Japan,392,2000,0--4,Female,2859.43
Japan,392,2005,0--4,Female,2728.72
Japan,392,2010,0--4,Female,2642.16
Japan,392,2015,0--4,Female,2497.98
Kazakhstan,398,1970,0--4,Female,768.39
Kazakhstan,398,1975,0--4,Female,807.28
Kazakhstan,398,1980,0--4,Female,842.13
Kazakhstan,398,1985,0--4,Female,894.25
Kazakhstan,398,1990,0--4,Female,921.53
Kazakhstan,398,1995,0--4,Female,711.8
Kazakhstan,398,2000,0--4,Female,542.16
Kazakhstan,398,2005,0--4,Female,582.7
Kazakhstan,398,2010,0--4,Female,798.46
Kazakhstan,398,2015,0--4,Female,753.34
Jordan,400,1970,0--4,Female,158.43
Jordan,400,1975,0--4,Female,194.63
Jordan,400,1980,0--4,Female,205.03
Jordan,400,1985,0--4,Female,238.62
Jordan,400,1990,0--4,Female,289.9
Jordan,400,1995,0--4,Female,313.56
Jordan,400,2000,0--4,Female,339.05
Jordan,400,2005,0--4,Female,334.46
Jordan,400,2010,0--4,Female,397.99
Jordan,400,2015,0--4,Female,380.9
Kenya,404,1970,0--4,Female,1138.72
Kenya,404,1975,0--4,Female,1387.12
Kenya,404,1980,0--4,Female,1663.64
Kenya,404,1985,0--4,Female,1974.76
Kenya,404,1990,0--4,Female,2216.89
Kenya,404,1995,0--4,Female,2289.5
Kenya,404,2000,0--4,Female,2527.74
Kenya,404,2005,0--4,Female,2936.87
Kenya,404,2010,0--4,Female,3306.26
Kenya,404,2015,0--4,Female,3435.14
Democratic People's Republic of Korea,408,1970,0--4,Female,1120.52
Democratic People's Republic of Korea,408,1975,0--4,Female,1065.32
Democratic People's Republic of Korea,408,1980,0--4,Female,745.6
Democratic People's Republic of Korea,408,1985,0--4,Female,918.28
Democratic People's Republic of Korea,408,1990,0--4,Female,923.34
Democratic People's Republic of Korea,408,1995,0--4,Female,1047.86
Democratic People's Republic of Korea,408,2000,0--4,Female,1000.56
Democratic People's Republic of Korea,408,2005,0--4,Female,898.2
Democratic People's Republic of Korea,408,2010,0--4,Female,833.3
Democratic People's Republic of Korea,408,2015,0--4,Female,808.44
Republic of Korea,410,1970,0--4,Female,2089.55
Republic of Korea,410,1975,0--4,Female,2058
Republic of Korea,410,1980,0--4,Female,1850.83
Republic of Korea,410,1985,0--4,Female,1805.87
Republic of Korea,410,1990,0--4,Female,1524.42
Republic of Korea,410,1995,0--4,Female,1613.53
Republic of Korea,410,2000,0--4,Female,1489.14
Republic of Korea,410,2005,0--4,Female,1145.06
Republic of Korea,410,2010,0--4,Female,1129.68
Republic of Korea,410,2015,0--4,Female,1064.78
Kuwait,414,1970,0--4,Female,69.03
Kuwait,414,1975,0--4,Female,102.09
Kuwait,414,1980,0--4,Female,105.03
Kuwait,414,1985,0--4,Female,121.2
Kuwait,414,1990,0--4,Female,123.94
Kuwait,414,1995,0--4,Female,81.2
Kuwait,414,2000,0--4,Female,89
Kuwait,414,2005,0--4,Female,93.39
Kuwait,414,2010,0--4,Female,136.59
Kuwait,414,2015,0--4,Female,119.31
Kyrgyzstan,417,1970,0--4,Female,206.48
Kyrgyzstan,417,1975,0--4,Female,232.53
Kyrgyzstan,417,1980,0--4,Female,240.86
Kyrgyzstan,417,1985,0--4,Female,278.51
Kyrgyzstan,417,1990,0--4,Female,310.03
Kyrgyzstan,417,1995,0--4,Female,292.18
Kyrgyzstan,417,2000,0--4,Female,265.79
Kyrgyzstan,417,2005,0--4,Female,238.78
Kyrgyzstan,417,2010,0--4,Female,291.38
Kyrgyzstan,417,2015,0--4,Female,288.57
Lao People's Democratic Republic,418,1970,0--4,Female,219.01
Lao People's Democratic Republic,418,1975,0--4,Female,250.47
Lao People's Democratic Republic,418,1980,0--4,Female,272.47
Lao People's Democratic Republic,418,1985,0--4,Female,305.47
Lao People's Democratic Republic,418,1990,0--4,Female,354.78
Lao People's Democratic Republic,418,1995,0--4,Female,395.99
Lao People's Democratic Republic,418,2000,0--4,Female,380.92
Lao People's Democratic Republic,418,2005,0--4,Female,351.06
Lao People's Democratic Republic,418,2010,0--4,Female,333.92
Lao People's Democratic Republic,418,2015,0--4,Female,341.4
Lebanon,422,1970,0--4,Female,184.16
Lebanon,422,1975,0--4,Female,193.78
Lebanon,422,1980,0--4,Female,191.86
Lebanon,422,1985,0--4,Female,190.87
Lebanon,422,1990,0--4,Female,177.77
Lebanon,422,1995,0--4,Female,189.42
Lebanon,422,2000,0--4,Female,193.68
Lebanon,422,2005,0--4,Female,164.55
Lebanon,422,2010,0--4,Female,157.53
Lebanon,422,2015,0--4,Female,152.08
Lesotho,426,1970,0--4,Female,88.07
Lesotho,426,1975,0--4,Female,99.33
Lesotho,426,1980,0--4,Female,111.97
Lesotho,426,1985,0--4,Female,124.73
Lesotho,426,1990,0--4,Female,131.67
Lesotho,426,1995,0--4,Female,136.15
Lesotho,426,2000,0--4,Female,141.73
Lesotho,426,2005,0--4,Female,137.4
Lesotho,426,2010,0--4,Female,136.12
Lesotho,426,2015,0--4,Female,133.63
Latvia,428,1970,0--4,Female,80.24
Latvia,428,1975,0--4,Female,87
Latvia,428,1980,0--4,Female,84.37
Latvia,428,1985,0--4,Female,94.5
Latvia,428,1990,0--4,Female,101.94
Latvia,428,1995,0--4,Female,67.94
Latvia,428,2000,0--4,Female,46.78
Latvia,428,2005,0--4,Female,49.35
Latvia,428,2010,0--4,Female,56.6
Latvia,428,2015,0--4,Female,50.77
Liberia,430,1970,0--4,Female,128.28
Liberia,430,1975,0--4,Female,150.69
Liberia,430,1980,0--4,Female,176.96
Liberia,430,1985,0--4,Female,202.33
Liberia,430,1990,0--4,Female,187.89
Liberia,430,1995,0--4,Female,176.02
Liberia,430,2000,0--4,Female,239.13
Liberia,430,2005,0--4,Female,269.72
Liberia,430,2010,0--4,Female,333.14
Liberia,430,2015,0--4,Female,364.95
Libyan Arab Jamahiriya,434,1970,0--4,Female,186.9
Libyan Arab Jamahiriya,434,1975,0--4,Female,236.7
Libyan Arab Jamahiriya,434,1980,0--4,Female,281.2
Libyan Arab Jamahiriya,434,1985,0--4,Female,345
Libyan Arab Jamahiriya,434,1990,0--4,Female,287.15
Libyan Arab Jamahiriya,434,1995,0--4,Female,266.29
Libyan Arab Jamahiriya,434,2000,0--4,Female,274.29
Libyan Arab Jamahiriya,434,2005,0--4,Female,319.28
Libyan Arab Jamahiriya,434,2010,0--4,Female,347.97
Libyan Arab Jamahiriya,434,2015,0--4,Female,349.06
Lithuania,440,1970,0--4,Female,131.81
Lithuania,440,1975,0--4,Female,130.46
Lithuania,440,1980,0--4,Female,126.07
Lithuania,440,1985,0--4,Female,134.95
Lithuania,440,1990,0--4,Female,141.79
Lithuania,440,1995,0--4,Female,117.28
Lithuania,440,2000,0--4,Female,90.18
Lithuania,440,2005,0--4,Female,74.89
Lithuania,440,2010,0--4,Female,81.66
Lithuania,440,2015,0--4,Female,91.91
Luxembourg,442,1970,0--4,Female,11.62
Luxembourg,442,1975,0--4,Female,9.98
Luxembourg,442,1980,0--4,Female,10.02
Luxembourg,442,1985,0--4,Female,10.29
Luxembourg,442,1990,0--4,Female,11.41
Luxembourg,442,1995,0--4,Female,13.21
Luxembourg,442,2000,0--4,Female,13.73
Luxembourg,442,2005,0--4,Female,13.22
Luxembourg,442,2010,0--4,Female,14.03
Luxembourg,442,2015,0--4,Female,13.65
Macao Special Administrative Region of China,446,1970,0--4,Female,11.41
Macao Special Administrative Region of China,446,1975,0--4,Female,11.2
Macao Special Administrative Region of China,446,1980,0--4,Female,9.74
Macao Special Administrative Region of China,446,1985,0--4,Female,16.02
Macao Special Administrative Region of China,446,1990,0--4,Female,18.22
Macao Special Administrative Region of China,446,1995,0--4,Female,16.14
Macao Special Administrative Region of China,446,2000,0--4,Female,11.54
Macao Special Administrative Region of China,446,2005,0--4,Female,9.37
Macao Special Administrative Region of China,446,2010,0--4,Female,11.71
Macao Special Administrative Region of China,446,2015,0--4,Female,13.66
Madagascar,450,1970,0--4,Female,601.68
Madagascar,450,1975,0--4,Female,704.22
Madagascar,450,1980,0--4,Female,799.45
Madagascar,450,1985,0--4,Female,833.59
Madagascar,450,1990,0--4,Female,1019.24
Madagascar,450,1995,0--4,Female,1198.56
Madagascar,450,2000,0--4,Female,1377.1
Madagascar,450,2005,0--4,Female,1499.42
Madagascar,450,2010,0--4,Female,1637.98
Madagascar,450,2015,0--4,Female,1727.78
Malawi,454,1970,0--4,Female,436.57
Malawi,454,1975,0--4,Female,516.49
Malawi,454,1980,0--4,Female,618.39
Malawi,454,1985,0--4,Female,698.13
Malawi,454,1990,0--4,Female,845.52
Malawi,454,1995,0--4,Female,903.89
Malawi,454,2000,0--4,Female,1005.95
Malawi,454,2005,0--4,Female,1127.69
Malawi,454,2010,0--4,Female,1341.59
Malawi,454,2015,0--4,Female,1505.01
Malaysia,458,1970,0--4,Female,837.86
Malaysia,458,1975,0--4,Female,884.23
Malaysia,458,1980,0--4,Female,909.53
Malaysia,458,1985,0--4,Female,1103.7
Malaysia,458,1990,0--4,Female,1187.41
Malaysia,458,1995,0--4,Female,1290.28
Malaysia,458,2000,0--4,Female,1323.63
Malaysia,458,2005,0--4,Female,1432.42
Malaysia,458,2010,0--4,Female,1374.4
Malaysia,458,2015,0--4,Female,1382.31
Maldives,462,1970,0--4,Female,10.78
Maldives,462,1975,0--4,Female,11.84
Maldives,462,1980,0--4,Female,13.31
Maldives,462,1985,0--4,Female,17.69
Maldives,462,1990,0--4,Female,20.46
Maldives,462,1995,0--4,Female,18.6
Maldives,462,2000,0--4,Female,15.18
Maldives,462,2005,0--4,Female,13.21
Maldives,462,2010,0--4,Female,12.62
Maldives,462,2015,0--4,Female,13.79
Mali,466,1970,0--4,Female,520.75
Mali,466,1975,0--4,Female,579.99
Mali,466,1980,0--4,Female,651.29
Mali,466,1985,0--4,Female,732.17
Mali,466,1990,0--4,Female,805.3
Mali,466,1995,0--4,Female,905.84
Mali,466,2000,0--4,Female,1058.61
Mali,466,2005,0--4,Female,1241.9
Mali,466,2010,0--4,Female,1425.4
Mali,466,2015,0--4,Female,1563.61
Malta,470,1970,0--4,Female,11.15
Malta,470,1975,0--4,Female,12.21
Malta,470,1980,0--4,Female,14.15
Malta,470,1985,0--4,Female,14.54
Malta,470,1990,0--4,Female,14.36
Malta,470,1995,0--4,Female,13.23
Malta,470,2000,0--4,Female,11.48
Malta,470,2005,0--4,Female,9.35
Malta,470,2010,0--4,Female,9.3
Malta,470,2015,0--4,Female,10.41
Martinique,474,1970,0--4,Female,23.4
Martinique,474,1975,0--4,Female,20
Martinique,474,1980,0--4,Female,12.93
Martinique,474,1985,0--4,Female,14.02
Martinique,474,1990,0--4,Female,15.01
Martinique,474,1995,0--4,Female,13.91
Martinique,474,2000,0--4,Female,13.26
Martinique,474,2005,0--4,Female,12.86
Martinique,474,2010,0--4,Female,12.12
Martinique,474,2015,0--4,Female,12.68
Mauritania,478,1970,0--4,Female,101.82
Mauritania,478,1975,0--4,Female,117.34
Mauritania,478,1980,0--4,Female,133.84
Mauritania,478,1985,0--4,Female,150.6
Mauritania,478,1990,0--4,Female,169.43
Mauritania,478,1995,0--4,Female,189.41
Mauritania,478,2000,0--4,Female,209.31
Mauritania,478,2005,0--4,Female,231.86
Mauritania,478,2010,0--4,Female,252.03
Mauritania,478,2015,0--4,Female,255.18
Mauritius,480,1970,0--4,Female,58.24
Mauritius,480,1975,0--4,Female,51.12
Mauritius,480,1980,0--4,Female,55.16
Mauritius,480,1985,0--4,Female,49.68
Mauritius,480,1990,0--4,Female,52.43
Mauritius,480,1995,0--4,Female,55.99
Mauritius,480,2000,0--4,Female,50.31
Mauritius,480,2005,0--4,Female,48.18
Mauritius,480,2010,0--4,Female,41.4
Mauritius,480,2015,0--4,Female,37.55
Mexico,484,1970,0--4,Female,4663.41
Mexico,484,1975,0--4,Female,5303.19
Mexico,484,1980,0--4,Female,5376.27
Mexico,484,1985,0--4,Female,5353.53
Mexico,484,1990,0--4,Female,5479.8
Mexico,484,1995,0--4,Female,5644.5
